id,username,request,response,status,intent,query,prompt_tokens,completion_tokens,total_tokens,start_time,end_time,time_taken_in_seconds
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'tables': ['loan_account', 'branch_master', 'disbursement_details'], 'keywords': ['loan', 'disbursement', 'branch', 'amount']}",,1148,40,1188,1756471865.952459,1756471865.952469,1.0013580322265625e-05
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'tables': ['loan_account', 'branch_master', 'disbursement_details'], 'keywords': ['disbursement', 'branch', 'amount', 'mysore']}",,1142,41,1183,1756471967.633627,1756471967.633641,1.4066696166992188e-05
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'tables': ['disbursement_details', 'branch_master'], 'keywords': ['disbursement', 'branch', 'amount', 'mysore', 'month']}",,1139,40,1179,1756472048.91663,1756472048.916646,1.5974044799804688e-05
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'tables': ['loan_master', 'disbursement_details', 'branch_master'], 'keywords': ['disbursement', 'branch', 'amount', 'mysore', 'month']}",,1145,44,1189,1756472261.008542,1756472261.008559,1.6927719116210938e-05
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'tables': ['branch_master', 'loan_disbursement_register'], 'keywords': ['disbursement', 'branch', 'mysore', 'month']}",,1143,38,1181,1756472345.936594,1756472345.936613,1.9073486328125e-05
1,default_user,what is total disbursement in karnataka in jan 2025,[],True,"{'tables': ['accessdetails.__genai_loans_disbursement_1756049896399611_1756121654', 'accessdetails.__genai_branch_master_1756049768773113_1756052942850'], 'keywords': ['disbursement', 'branch', 'state']}",,738,69,807,1756473797.272549,1756473797.272568,1.9073486328125e-05
1,default_user,Show me the total principal overdue for all members in State Karnataka,[],True,"{'tables': ['accessdetails.__genai_arrear_details_175604994...', 'accessdetails.__genai_customer_details_1756049...', 'accessdetails.__genai_branch_master_1756049768...'], 'keywords': ['overdue', 'principal', 'member', 'state']}",,735,69,804,1756474019.3283,1756474019.328307,6.9141387939453125e-06
1,default_user,Show me the total principal overdue for all members in State Karnataka,[],True,"{'columns': {'accessdetails.__genai_arrear_details_175604994': ['member_id', 'principal_overdue'], 'accessdetails.__genai_customer_details_1756049': ['member_id', 'state']}, 'keywords': ['overdue', 'principal', 'member', 'state', 'Karnataka']}",,2449,154,2603,1756476900.988437,1756476900.988459,2.2172927856445312e-05
1,default_user,list all branches available in karnataka state,[],True,"{'columns': {'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name', 'region_id']}, 'keywords': ['branch']}",,2409,97,2506,1756476969.031725,1756476969.031734,9.059906005859375e-06
1,default_user,list all branches available in karnataka state,[],True,"{'columns': {'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name', 'state']}, 'keywords': ['branch', 'state']}",,2448,108,2556,1756477192.04263,1756477192.042653,2.3126602172851562e-05
1,default_user,total disbursement amount and count for product GL.IGL.PRAGATI.PLUS,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['loan_id', 'product_id', 'disbursement_date', 'amount']}, 'keywords': ['loan', 'disbursement', 'amount', 'product']}",,2473,141,2614,1756477263.598294,1756477263.598303,9.059906005859375e-06
1,default_user,total disbursement amount and count for product GL.IGL.PRAGATI.PLUS,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['loan_amount', 'disbursement_date', 'product_name']}, 'keywords': ['disbursement', 'loan', 'amount', 'product']}",,2473,127,2600,1756477395.69728,1756477395.697296,1.5974044799804688e-05
1,default_user,total disbursement amount and count for product GL.IGL.PRAGATI.PLUS,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['loan_amount', 'disbursement_date', 'product_name']}, 'keywords': ['disbursement', 'loan', 'amount', 'product']}",,2473,127,2600,1756477403.857967,1756477403.857978,1.1205673217773438e-05
1,default_user,total disbursement amount and count for product GL.IGL.PRAGATI.PLUS,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['disbursement_amount', 'product_name']}, 'keywords': ['disbursement', 'loan', 'product']}",,2490,118,2608,1756477731.774246,1756477731.774264,1.811981201171875e-05
1,default_user,total disbursement amount and count for product GL.IGL.PRAGATI.PLUS,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['loan_amount', 'product_name']}, 'keywords': ['disbursement', 'loan', 'product']}",,2490,117,2607,1756638470.275798,1756638470.275894,9.584426879882812e-05
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['disbursement_date', 'disbursement_amount'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_name', 'branch_id']}, 'keywords': ['disbursement', 'branch', 'mysore']}",,2514,179,2693,1756638513.546505,1756638513.54652,1.5020370483398438e-05
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['disbursement_amount', 'disbursement_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_name', 'branch_id']}, 'keywords': ['disbursement', 'branch', 'mysore']}",,2514,179,2693,1756639169.883287,1756639169.883296,9.059906005859375e-06
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['disbursement_amount', 'disbursement_date', 'branch_id'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'mysore']}",,2514,195,2709,1756639182.474319,1756639182.474324,5.0067901611328125e-06
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'disbursement_date', 'disbursement_amount'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name', 'state']}, 'keywords': ['disbursement', 'branch', 'mysore']}",,2021,188,2209,1756639442.250098,1756639442.250116,1.811981201171875e-05
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['disbursement_amount', 'disbursement_date', 'branch_id'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'amount']}",,1926,183,2109,1756639591.257066,1756639591.257088,2.193450927734375e-05
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['disbursement_date', 'disbursement_amount', 'branch_id'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'mysore']}",,1914,184,2098,1756639802.859704,1756639802.859725,2.09808349609375e-05
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'disbursement_amount'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id']}, 'keywords': ['disbursement', 'branch', 'mysore']}",,1915,173,2088,1756639856.106089,1756639856.106098,8.821487426757812e-06
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'disbursement_amount', 'disbursement_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'mysore']}",,1915,184,2099,1756639869.764837,1756639869.764845,7.867813110351562e-06
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'disbursement_amount'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id']}, 'keywords': ['disbursement', 'branch', 'mysore']}",,1915,173,2088,1756639901.374201,1756639901.37422,1.8835067749023438e-05
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'disbursement_amount', 'disbursement_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'loan']}",,1926,193,2119,1756640263.92882,1756640263.92884,2.002716064453125e-05
1,default_user,top 10 branches having the best disbursement last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'disbursement_amount', 'disbursement_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['branch', 'disbursement']}",,1909,175,2084,1756640312.736888,1756640312.7369,1.2159347534179688e-05
1,default_user,top 10 branches having the best disbursement last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'disbursement_amount'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['branch', 'disbursement']}",,1909,169,2078,1756640435.411464,1756640435.411483,1.9073486328125e-05
1,default_user,top 10 branches having the best disbursement last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['disbursement_amount', 'branch_id'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['branch', 'disbursement']}",,1909,169,2078,1756640554.95886,1756640554.958872,1.2159347534179688e-05
1,default_user,top 10 branches having the best disbursement in april 2025?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'disbursement_amount', 'loan_open_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id']}, 'keywords': ['branch', 'disbursement']}",,1917,170,2087,1756640573.09204,1756640573.092048,7.867813110351562e-06
1,default_user,top 10 branches having the best disbursement in april 2025?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'disbursement_amount', 'loan_opened_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['branch', 'disbursement']}",,1924,176,2100,1756640685.439225,1756640685.439241,1.5974044799804688e-05
1,default_user,top 10 branches having the best disbursement in april 2025?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'disbursement_date', 'disbursement_amount'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['branch', 'disbursement']}",,1924,175,2099,1756640761.349951,1756640761.349975,2.4080276489257812e-05
1,default_user,top 10 branches having the best disbursement amount in april 2025?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['disbursement_amount', 'branch_id', 'loan_opened_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['branch', 'disbursement']}",,1926,176,2102,1756640827.922629,1756640827.92264,1.0967254638671875e-05
1,default_user,top 10 branches having the best disbursement amount in april 2025?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['disbursement_amount', 'branch_id', 'loan_opened_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['branch', 'disbursement']}",,1917,176,2093,1756641110.166126,1756641110.166149,2.288818359375e-05
1,default_user,top 10 branches having the best disbursement amount in april 2025?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'disbursement_amount', 'loan_opened_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id']}, 'keywords': ['branch', 'disbursement', 'loan']}",,1935,178,2113,1756641267.671754,1756641267.671772,1.811981201171875e-05
1,default_user,top 10 branches having the best disbursement amount in april 2025?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['branch', 'disbursement', 'amount', 'time']}",,2443,181,2624,1756642246.07004,1756642246.070071,3.0994415283203125e-05
1,default_user,top 10 branches having the best disbursement amount and disburment count in april 2025?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['branch', 'disbursement', 'amount', 'count', 'loan', 'time']}",,2456,203,2659,1756642312.116409,1756642312.116416,6.9141387939453125e-06
1,default_user,top 10 branches having the best disbursement amount and disburment count in april 2025?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['branch', 'disbursement', 'amount', 'count', 'loan', 'time']}",,2456,203,2659,1756642321.737986,1756642321.737991,5.0067901611328125e-06
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'count', 'amount', 'branch', 'mysore', 'time']}",,2451,194,2645,1756642378.045624,1756642378.045628,4.0531158447265625e-06
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name', 'state_name']}, 'keywords': ['disbursement', 'branch', 'loan', 'amount']}",,2361,200,2561,1756642556.794033,1756642556.794053,2.002716064453125e-05
1,default_user,total disbursement amount and count for product GL.IGL.PRAGATI.PLUS?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'amount', 'product']}, 'keywords': ['disbursement', 'loan', 'product']}",,2339,120,2459,1756642692.465056,1756642692.465068,1.2159347534179688e-05
1,default_user,monthly distribution of disbursement amount and disbursement count in mysore branch ??,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'monthly', 'amount']}",,2354,195,2549,1756642875.909752,1756642875.90976,8.106231689453125e-06
1,default_user,monthly distribution of disbursement amount and disbursement count in mysore branch ??,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'amount', 'monthly']}",,2356,184,2540,1756648356.346431,1756648356.346458,2.6941299438476562e-05
1,default_user,show a pie chart representation of top 10 products in term of disbursement?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'product', 'amount']}, 'keywords': ['loan', 'disbursement', 'product', 'amount']}",,2335,124,2459,1756648404.501453,1756648404.501462,9.059906005859375e-06
1,default_user,monthly distribution of disbursement amount and collection amount in mysore branch ??,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name'], 'accessdetails.__genai_recovery_details_1756049928776147_1756121654': ['branch_id', 'tot_principal_coll', 'tot_interest_coll']}, 'keywords': ['disbursement', 'collection', 'branch', 'amount', 'monthly']}",,2378,267,2645,1756648446.6144,1756648446.614407,7.152557373046875e-06
1,default_user,monthly distribution of disbursement amount and collection amount in mysore branch ??,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name'], 'accessdetails.__genai_recovery_details_1756049924488382_1756121654': ['branch_id', 'tot_principal_coll', 'tot_interest_coll']}, 'keywords': ['disbursement', 'collection', 'branch', 'amount', 'monthly']}",,2374,254,2628,1756648996.349908,1756648996.349923,1.4781951904296875e-05
1,default_user,monthly distribution of disbursement amount and disburment count in mysore branch ??,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'amount', 'mysore']}",,2358,189,2547,1756649014.764224,1756649014.764235,1.0967254638671875e-05
1,default_user,monthly distribution of disbursement amount and disburment count in mysore branch ??,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'amount', 'ln_value_date']}, 'keywords': ['disbursement', 'branch', 'monthly']}",,2269,155,2424,1756649217.653412,1756649217.653429,1.6927719116210938e-05
1,default_user,monthly distribution of disbursement amount and disburment count in mysore branch ??,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'amount', 'monthly']}",,2354,195,2549,1756649339.500017,1756649339.500032,1.5020370483398438e-05
1,default_user,monthly distribution of disbursement amount and disburment count in mysore branch ??,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'member_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'amount', 'monthly']}",,2396,189,2585,1756649500.178826,1756649500.178843,1.6927719116210938e-05
1,default_user,monthly distribution of disbursement amount and disburment count in mysore branch ??,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'member_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'amount', 'count', 'monthly']}",,1689,199,1888,1756649607.29639,1756649607.296397,6.9141387939453125e-06
1,default_user,monthly distribution of disbursement amount and disburment count in mysore branch ??,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'member_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'amount', 'monthly']}",,1683,200,1883,1756649666.747588,1756649666.747594,6.198883056640625e-06
1,default_user,"monthly distribution of disbursement amount, disburment count and collection amount in mysore branch ??",[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'member_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name'], 'accessdetails.__genai_recovery_details_1756049918487578_1756121654': ['branch_id', 'tot_principal_coll', 'tot_interest_coll']}, 'keywords': ['disbursement', 'branch', 'collection', 'amount', 'loan', 'member']}",,1713,263,1976,1756649777.3877,1756649777.387705,5.0067901611328125e-06
1,default_user,top 10 product wise disbursement?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'member_id', 'product', 'amount', 'ln_value_date']}, 'keywords': ['disbursement', 'loan', 'product', 'amount']}",,1644,135,1779,1756649879.040167,1756649879.040171,3.814697265625e-06
1,default_user,top 10 product wise disbursement?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'member_id', 'product', 'amount', 'ln_value_date']}, 'keywords': ['disbursement', 'product', 'amount']}",,1630,128,1758,1756649935.249194,1756649935.249198,4.0531158447265625e-06
1,default_user,top 10 product wise disbursement?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'product', 'amount', 'ln_value_date']}, 'keywords': ['product', 'disbursement', 'amount']}",,1632,132,1764,1756649990.658448,1756649990.658451,3.0994415283203125e-06
1,default_user,"monthly distribution of disbursement amount, disburment count and collection amount in mysore branch ??",[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'member_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name'], 'accessdetails.__genai_recovery_details_1756049928912590_1756121654': ['branch_id', 'member_id', 'tot_principal_coll', 'tot_interest_coll']}, 'keywords': ['disbursement', 'branch', 'collection', 'amount', 'monthly']}",,1704,264,1968,1756650004.067357,1756650004.067362,5.0067901611328125e-06
1,default_user,list all branches available in karnataka state?,[],True,"{'columns': {'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name', 'state_name']}, 'keywords': ['branch', 'state']}",,1632,120,1752,1756650071.313439,1756650071.313445,6.198883056640625e-06
1,default_user,total disbursement amount and count for product GL.IGL.PRAGATI.PLUS?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'member_id', 'amount', 'ln_value_date', 'product']}, 'keywords': ['disbursement', 'loan', 'amount', 'product', 'member']}",,1657,139,1796,1756650106.474699,1756650106.474704,5.0067901611328125e-06
1,default_user,show a pie chart representation of top 10 products in term of disbursement?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'product', 'amount', 'ln_value_date']}, 'keywords': ['loan', 'disbursement', 'product', 'amount']}",,1673,152,1825,1756650150.271771,1756650150.271775,4.0531158447265625e-06
1,default_user,payment frequency wise disbursement last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'member_id', 'amount', 'ln_value_date']}, 'keywords': ['disbursement', 'payment', 'frequency', 'loan', 'amount', 'branch']}",,1635,139,1774,1756650170.749471,1756650170.749478,7.152557373046875e-06
1,default_user,top 10 branches having the best disbursement last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['branch', 'disbursement', 'amount']}",,1662,177,1839,1756650193.917916,1756650193.917922,5.9604644775390625e-06
1,default_user,term wise disbursement in mysore branch?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'ln_value_date', 'amount'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'amount', 'term']}",,1656,191,1847,1756650226.333781,1756650226.333786,5.0067901611328125e-06
1,default_user,month wise disbursement amount and count for product GL.IGL.PRAGATI.PLUS?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'member_id', 'amount', 'ln_value_date', 'product']}, 'keywords': ['disbursement', 'loan', 'amount', 'product', 'member']}",,1659,149,1808,1756650364.942751,1756650364.942758,7.152557373046875e-06
1,default_user,top 10 branches having the best disbursement last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['branch', 'disbursement', 'amount']}",,1662,187,1849,1756650726.591081,1756650726.591087,6.198883056640625e-06
1,default_user,show me the disbursement count and disbursement amount of each branch in mysore last month?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'member_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'amount', 'member']}",,1680,190,1870,1756650833.316359,1756650833.316361,1.9073486328125e-06
1,default_user,show a pie chart representation of top 10 products in term of disbursement?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'product', 'amount', 'ln_value_date'], 'accessdetails.__genai_customer_details_1756049828957620_1756118855': []}, 'keywords': ['product', 'disbursement', 'amount']}",,1669,167,1836,1756650909.638977,1756650909.638982,5.0067901611328125e-06
1,default_user,show a pie chart representation of top 10 products in term of disbursement?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'product', 'amount', 'ln_value_date'], 'accessdetails.__genai_customer_details_1756049828592157_1756121654': ['branch_id']}, 'keywords': ['product', 'disbursement', 'amount']}",,1669,174,1843,1756650936.617807,1756650936.617811,4.0531158447265625e-06
1,default_user,total disbursement amount and count for product GL.IGL.PRAGATI.PLUS?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'member_id', 'amount', 'product', 'ln_value_date']}, 'keywords': ['disbursement', 'loan', 'amount', 'product', 'member']}",,1657,149,1806,1756651047.538567,1756651047.538571,3.814697265625e-06
1,default_user,list all branches available in karnataka state?,[],True,"{'columns': {'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name', 'state_name']}, 'keywords': ['branch', 'state']}",,1632,111,1743,1756651150.016075,1756651150.01608,5.0067901611328125e-06
1,default_user,top 10 product wise disbursement?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'product', 'amount', 'ln_value_date']}, 'keywords': ['disbursement', 'product', 'amount']}",,1632,132,1764,1756651204.664175,1756651204.664182,6.9141387939453125e-06
1,default_user,monthly distribution of disbursement amount and disbursement count in mysore branch?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'member_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'amount', 'monthly']}",,1675,193,1868,1756651255.212235,1756651255.212241,5.9604644775390625e-06
1,default_user,monthly distribution of disbursement amount and collection amount in mysore branch?,[],True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['branch_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_recovery_details_1756049925837520_1756121654': ['branch_id', 'tot_principal_coll', 'tot_interest_coll', 'today_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'collection', 'branch', 'amount', 'monthly']}",,1693,272,1965,1756651326.417157,1756651326.417161,4.0531158447265625e-06
