id,type,master_id,prompt_tokens,completion_tokens,total_tokens,start_time,end_time,time_taken_in_seconds
318,map_indices_to_names,1,0,0,0,1756400285.971842,1756400285.9771466,0.005304574966430664
319,sql_generation,1,759,18,777,1756400285.9776058,1756400286.6992843,0.7216784954071045
320,sql_execution,1,0,0,0,1756400286.700708,1756400287.0788946,0.3781867027282715
321,rephrase_question,1,0,0,0,1756400336.9079573,1756400336.9082074,0.00025010108947753906
322,intent_identification,1,482,99,581,1756400336.9084373,1756400338.6582217,1.7497844696044922
323,map_indices_to_names,1,0,0,0,1756400338.6591523,1756400338.66656,0.007407665252685547
324,sql_generation,1,764,18,782,1756400338.671939,1756400339.558374,0.8864350318908691
325,sql_execution,1,0,0,0,1756400339.5628257,1756400339.6164272,0.05360150337219238
326,rephrase_question,1,0,0,0,1756400401.2656713,1756400401.2664201,0.0007488727569580078
327,intent_identification,1,1978,132,2110,1756400401.2665703,1756400403.3404012,2.0738308429718018
328,map_indices_to_names,1,0,0,0,1756400403.3407707,1756400403.3455684,0.004797697067260742
329,sql_generation,1,764,14,778,1756400403.3459322,1756400404.021184,0.6752517223358154
330,sql_execution,1,0,0,0,1756400404.0218177,1756400404.271736,0.24991822242736816
331,rephrase_question,1,0,0,0,1756400854.2928822,1756400854.2941604,0.0012781620025634766
332,intent_identification,1,1978,145,2123,1756400854.2944686,1756400858.4414487,4.146980047225952
333,sql_generation,1,764,17,781,1756400858.4418063,1756400859.1140025,0.6721961498260498
334,sql_execution,1,0,0,0,1756400859.1140954,1756400859.464178,0.3500826358795166
335,rephrase_question,1,0,0,0,1756401028.3713388,1756401028.3720522,0.000713348388671875
336,intent_identification,1,1962,65,2027,1756401028.3723202,1756401030.0185814,1.646261215209961
337,sql_generation,1,764,14,778,1756401030.0189033,1756401030.7345743,0.7156710624694824
338,sql_execution,1,0,0,0,1756401030.7353423,1756401030.9364738,0.20113158226013184
339,rephrase_question,1,0,0,0,1756401881.244497,1756401881.246556,0.0020589828491210938
340,intent_identification,1,1971,65,2036,1756401881.2470737,1756401883.0295784,1.7825047969818115
341,sql_generation,1,764,14,778,1756401883.0304148,1756401883.6728768,0.6424620151519775
342,sql_execution,1,0,0,0,1756401883.673809,1756401883.9969342,0.32312512397766113
343,rephrase_question,1,0,0,0,1756402406.8448992,1756402406.847199,0.002299785614013672
344,intent_identification,1,1976,73,2049,1756402406.847769,1756402409.5982928,2.750523805618286
345,sql_generation,1,764,18,782,1756402409.5989168,1756402410.2419958,0.6430790424346924
346,sql_execution,1,0,0,0,1756402410.2426817,1756402410.4683282,0.2256464958190918
347,rephrase_question,1,0,0,0,1756402577.4713323,1756402577.4715588,0.00022649765014648438
348,intent_identification,1,1969,45,2014,1756402577.4726882,1756402579.488286,2.0155978202819824
349,sql_generation,1,757,18,775,1756402579.4895926,1756402580.253281,0.7636885643005371
350,sql_execution,1,0,0,0,1756402580.2542598,1756402580.289328,0.03506827354431152
351,rephrase_question,1,0,0,0,1756402607.1787663,1756402607.1794002,0.0006339550018310547
352,intent_identification,1,1970,46,2016,1756402607.1822622,1756402608.5197747,1.337512493133545
353,sql_generation,1,758,14,772,1756402608.5209367,1756402609.2332203,0.7122836112976074
354,sql_execution,1,0,0,0,1756402609.234041,1756402609.2728887,0.03884768486022949
355,rephrase_question,1,0,0,0,1756402636.0348444,1756402636.0351317,0.0002872943878173828
356,intent_identification,1,1980,53,2033,1756402636.0361583,1756402637.2900598,1.253901481628418
357,sql_generation,1,768,15,783,1756402637.2906945,1756402639.3022199,2.0115253925323486
358,sql_execution,1,0,0,0,1756402639.303772,1756402639.3466706,0.04289865493774414
359,rephrase_question,1,0,0,0,1756402709.901894,1756402709.9021568,0.0002627372741699219
360,intent_identification,1,1981,68,2049,1756402709.902488,1756402711.2276683,1.3251802921295166
361,sql_generation,1,769,18,787,1756402711.228184,1756402711.9377954,0.7096114158630371
362,sql_execution,1,0,0,0,1756402711.9385765,1756402711.971414,0.032837629318237305
363,rephrase_question,1,0,0,0,1756402774.848898,1756402774.8492594,0.00036144256591796875
364,intent_identification,1,1977,45,2022,1756402774.8497055,1756402776.0395267,1.1898212432861328
365,sql_generation,1,765,18,783,1756402776.0400221,1756402776.7578256,0.7178034782409668
366,sql_execution,1,0,0,0,1756402776.7585857,1756402776.7946644,0.036078691482543945
367,rephrase_question,1,0,0,0,1756402811.8850944,1756402811.8854651,0.0003707408905029297
368,intent_identification,1,1980,62,2042,1756402811.8859055,1756402813.162317,1.276411533355713
369,sql_generation,1,768,18,786,1756402813.16296,1756402813.8831854,0.7202253341674805
370,sql_execution,1,0,0,0,1756402813.8854902,1756402813.9270818,0.041591644287109375
371,rephrase_question,1,0,0,0,1756402842.4099622,1756402842.410187,0.00022482872009277344
372,intent_identification,1,1969,51,2020,1756402842.4106894,1756402843.8053026,1.394613265991211
373,sql_generation,1,757,18,775,1756402843.8064134,1756402844.4453566,0.6389431953430176
374,sql_execution,1,0,0,0,1756402844.4461694,1756402844.4809332,0.03476381301879883
375,rephrase_question,1,0,0,0,1756402863.665581,1756402863.6658134,0.00023245811462402344
376,intent_identification,1,1973,61,2034,1756402863.667325,1756402864.9550421,1.2877171039581299
377,sql_generation,1,761,18,779,1756402864.9555051,1756402867.172006,2.216500759124756
378,sql_execution,1,0,0,0,1756402867.1724157,1756402867.232358,0.05994224548339844
379,rephrase_question,1,0,0,0,1756450362.0599518,1756450362.0624015,0.0024497509002685547
380,intent_identification,1,1981,57,2038,1756450362.0630438,1756450363.7868516,1.7238078117370605
381,sql_generation,1,768,15,783,1756450363.787367,1756450364.4107828,0.6234157085418701
382,sql_execution,1,0,0,0,1756450364.4111717,1756450364.9897466,0.5785748958587646
383,rephrase_question,1,0,0,0,1756450631.173593,1756450631.1757138,0.0021207332611083984
384,intent_identification,1,1985,65,2050,1756450631.1762457,1756450634.1199632,2.9437174797058105
385,sql_generation,1,768,14,782,1756450634.1203053,1756450634.746736,0.6264307498931885
386,sql_execution,1,0,0,0,1756450634.7473795,1756450635.2663195,0.5189399719238281
387,rephrase_question,1,0,0,0,1756450813.000847,1756450813.0030627,0.0022156238555908203
388,intent_identification,1,1982,68,2050,1756450813.0036724,1756450814.9157057,1.9120333194732666
389,sql_generation,1,768,14,782,1756450814.9163084,1756450815.8734543,0.9571459293365479
390,sql_execution,1,0,0,0,1756450815.8744607,1756450816.2987885,0.4243278503417969
391,rephrase_question,1,0,0,0,1756450899.3259568,1756450899.326311,0.0003542900085449219
392,intent_identification,1,1982,61,2043,1756450899.3265352,1756450900.6586316,1.3320963382720947
393,sql_generation,1,768,18,786,1756450900.6591115,1756450901.2793398,0.6202282905578613
394,sql_execution,1,0,0,0,1756450901.2802458,1756450901.3595266,0.07928085327148438
395,rephrase_question,1,0,0,0,1756450964.9078925,1756450964.9082265,0.00033402442932128906
396,intent_identification,1,1996,68,2064,1756450964.9087396,1756450966.2967398,1.388000249862671
397,sql_generation,1,768,14,782,1756450966.2971125,1756450966.9272072,0.6300947666168213
398,sql_execution,1,0,0,0,1756450966.9280512,1756450967.0072186,0.07916736602783203
399,rephrase_question,1,0,0,0,1756451018.6702964,1756451018.6705198,0.00022339820861816406
400,intent_identification,1,1993,68,2061,1756451018.670678,1756451019.9889233,1.3182454109191895
401,sql_generation,1,768,17,785,1756451019.9894795,1756451020.6804187,0.69093918800354
402,sql_execution,1,0,0,0,1756451020.6811411,1756451020.7636125,0.08247137069702148
403,rephrase_question,1,0,0,0,1756451332.360712,1756451332.3639166,0.0032045841217041016
404,intent_identification,1,2017,70,2087,1756451332.3645988,1756451334.2157085,1.8511097431182861
405,sql_generation,1,768,18,786,1756451334.216287,1756451334.9342382,0.7179512977600098
406,sql_execution,1,0,0,0,1756451334.934803,1756451335.4588857,0.5240826606750488
407,rephrase_question,1,0,0,0,1756451361.5219467,1756451361.5221736,0.0002269744873046875
408,intent_identification,1,2006,51,2057,1756451361.5230005,1756451362.6795049,1.1565043926239014
409,sql_generation,1,757,14,771,1756451362.6801438,1756451363.3968146,0.7166707515716553
410,sql_execution,1,0,0,0,1756451363.398083,1756451363.4904356,0.09235262870788574
411,rephrase_question,1,0,0,0,1756451382.100856,1756451382.101087,0.00023102760314941406
412,intent_identification,1,2010,60,2070,1756451382.1019363,1756451383.2617164,1.1597800254821777
413,sql_generation,1,761,17,778,1756451383.2624025,1756451383.9806242,0.7182216644287109
414,sql_execution,1,0,0,0,1756451383.9814014,1756451384.0606017,0.07920026779174805
415,rephrase_question,1,0,0,0,1756451409.0226123,1756451409.022958,0.0003457069396972656
416,intent_identification,1,2014,48,2062,1756451409.0234368,1756451410.1931505,1.1697137355804443
417,sql_generation,1,765,18,783,1756451410.1937234,1756451410.9249682,0.7312448024749756
418,sql_execution,1,0,0,0,1756451410.925913,1756451411.0157785,0.08986544609069824
419,rephrase_question,1,0,0,0,1756451434.6470463,1756451434.6473072,0.0002608299255371094
420,intent_identification,1,2018,63,2081,1756451434.648257,1756451435.8568814,1.2086243629455566
421,sql_generation,1,769,18,787,1756451435.8573797,1756451436.6124845,0.7551047801971436
422,sql_execution,1,0,0,0,1756451436.613751,1756451436.6951392,0.08138823509216309
423,rephrase_question,1,0,0,0,1756451464.4262266,1756451464.4271374,0.0009107589721679688
424,intent_identification,1,2007,46,2053,1756451464.4319777,1756451465.5404286,1.1084508895874023
425,sql_generation,1,758,14,772,1756451465.5408025,1756451466.3061743,0.7653717994689941
426,sql_execution,1,0,0,0,1756451466.3066747,1756451466.3888118,0.0821371078491211
427,rephrase_question,1,0,0,0,1756451486.6213317,1756451486.6215868,0.0002551078796386719
428,intent_identification,1,2013,77,2090,1756451486.6224356,1756451487.9330475,1.3106119632720947
429,sql_generation,1,764,14,778,1756451487.9337518,1756451488.526654,0.5929021835327148
430,sql_execution,1,0,0,0,1756451488.5281775,1756451488.605818,0.07764053344726562
431,rephrase_question,1,0,0,0,1756451606.3243053,1756451606.327225,0.0029196739196777344
432,intent_identification,1,2013,77,2090,1756451606.327824,1756451608.131805,1.803980827331543
433,rephrase_question,1,0,0,0,1756451722.9856663,1756451722.988967,0.0033006668090820312
434,intent_identification,1,2013,77,2090,1756451722.9896576,1756451725.824845,2.8351874351501465
435,rephrase_question,1,0,0,0,1756451833.0181732,1756451833.0206048,0.002431631088256836
436,intent_identification,1,2013,77,2090,1756451833.0211859,1756451834.6313012,1.6101152896881104
437,rephrase_question,1,0,0,0,1756452673.7445455,1756452673.7478352,0.0032896995544433594
438,intent_identification,1,2001,59,2060,1756452673.7484841,1756452676.6083422,2.8598580360412598
439,rephrase_question,1,0,0,0,1756452692.9675498,1756452692.9677706,0.00022077560424804688
440,intent_identification,1,2011,77,2088,1756452692.9679806,1756452694.2409017,1.272921085357666
441,rephrase_question,1,0,0,0,1756452746.940524,1756452746.94077,0.00024580955505371094
442,intent_identification,1,2001,56,2057,1756452746.9411876,1756452748.0018866,1.0606989860534668
443,rephrase_question,1,0,0,0,1756453558.550858,1756453558.553308,0.0024499893188476562
444,intent_identification,1,2027,60,2087,1756453558.5539992,1756453560.3320072,1.778007984161377
445,rephrase_question,1,0,0,0,1756453596.3017838,1756453596.3021243,0.00034046173095703125
446,intent_identification,1,2037,77,2114,1756453596.3025496,1756453597.6009116,1.2983620166778564
447,rephrase_question,1,0,0,0,1756453838.3953993,1756453838.3977063,0.0023069381713867188
448,intent_identification,1,2058,72,2130,1756453838.3983188,1756453839.8439114,1.4455926418304443
449,rephrase_question,1,0,0,0,1756453945.4152417,1756453945.4157324,0.0004906654357910156
450,intent_identification,1,2058,72,2130,1756453945.4175246,1756453946.7251954,1.3076708316802979
451,rephrase_question,1,0,0,0,1756454037.9809833,1756454037.9836771,0.0026938915252685547
452,intent_identification,1,2061,77,2138,1756454037.9841619,1756454040.987796,3.003634214401245
453,rephrase_question,1,0,0,0,1756454246.698717,1756454246.702036,0.00331878662109375
454,intent_identification,1,2128,101,2229,1756454246.7027092,1756454248.7562463,2.053537130355835
455,rephrase_question,1,0,0,0,1756454263.162136,1756454263.1627517,0.0006155967712402344
456,intent_identification,1,2122,56,2178,1756454263.163272,1756454264.4221148,1.258842945098877
457,rephrase_question,1,0,0,0,1756454292.4441783,1756454292.4444945,0.0003161430358886719
458,intent_identification,1,2122,44,2166,1756454292.4450734,1756454293.5030751,1.0580017566680908
459,rephrase_question,1,0,0,0,1756454310.2939384,1756454310.2942426,0.00030422210693359375
460,intent_identification,1,2132,82,2214,1756454310.2947474,1756454311.6259522,1.331204891204834
461,rephrase_question,1,0,0,0,1756454346.1981359,1756454346.1983879,0.00025200843811035156
462,intent_identification,1,2129,63,2192,1756454346.1993413,1756454347.3908024,1.1914610862731934
463,rephrase_question,1,0,0,0,1756454363.0809994,1756454363.0812876,0.00028824806213378906
464,intent_identification,1,2132,97,2229,1756454363.0822327,1756454364.5665538,1.484321117401123
465,rephrase_question,1,0,0,0,1756454385.4492178,1756454385.4496477,0.0004298686981201172
466,intent_identification,1,2131,90,2221,1756454385.4506361,1756454386.8904016,1.439765453338623
467,rephrase_question,1,0,0,0,1756454579.954462,1756454579.9549713,0.0005092620849609375
468,intent_identification,1,2131,105,2236,1756454579.955571,1756454581.7568932,1.8013222217559814
469,rephrase_question,1,0,0,0,1756454632.1048424,1756454632.1054218,0.0005793571472167969
470,intent_identification,1,2125,67,2192,1756454632.1154313,1756454633.4674287,1.3519973754882812
471,rephrase_question,1,0,0,0,1756454648.126958,1756454648.1272595,0.00030159950256347656
472,intent_identification,1,2129,81,2210,1756454648.1282644,1756454649.6455152,1.5172507762908936
473,rephrase_question,1,0,0,0,1756454703.5007946,1756454703.5010982,0.00030350685119628906
474,intent_identification,1,2132,97,2229,1756454703.5020716,1756454705.1446147,1.642543077468872
475,rephrase_question,1,0,0,0,1756471660.2059345,1756471660.2085934,0.002658843994140625
476,intent_identification,1,1127,32,1159,1756471660.2090814,1756471662.9200072,2.710925817489624
477,rephrase_question,1,0,0,0,1756471858.824849,1756471858.827088,0.002239227294921875
478,intent_identification,1,1148,32,1180,1756471858.827574,1756471860.1400259,1.3124518394470215
479,rephrase_question,1,0,0,0,1756471865.9530907,1756471865.9534152,0.00032448768615722656
480,intent_identification,1,1148,40,1188,1756471865.9538598,1756471867.0010793,1.0472195148468018
481,rephrase_question,1,0,0,0,1756471967.6339085,1756471967.6359816,0.002073049545288086
482,intent_identification,1,1142,41,1183,1756471967.6365185,1756471969.1430306,1.50651216506958
483,rephrase_question,1,0,0,0,1756472048.9169993,1756472048.9191759,0.002176523208618164
484,intent_identification,1,1139,40,1179,1756472048.9196928,1756472051.4212723,2.501579523086548
485,rephrase_question,1,0,0,0,1756472261.0089014,1756472261.0115674,0.002665996551513672
486,intent_identification,1,1145,44,1189,1756472261.0121415,1756472263.6155655,2.603424072265625
487,rephrase_question,1,0,0,0,1756472345.937146,1756472345.9394126,0.0022666454315185547
488,intent_identification,1,1143,38,1181,1756472345.9399533,1756472347.2508485,1.3108952045440674
489,rephrase_question,1,0,0,0,1756473797.2732954,1756473797.2754636,0.0021681785583496094
490,intent_identification,1,738,69,807,1756473797.2761025,1756473798.8398924,1.5637898445129395
491,rephrase_question,1,0,0,0,1756474019.3288476,1756474019.3291025,0.0002548694610595703
492,intent_identification,1,735,69,804,1756474019.3296895,1756474020.6479754,1.3182859420776367
493,rephrase_question,1,0,0,0,1756476900.98911,1756476900.9912841,0.0021741390228271484
494,intent_identification,1,735,74,809,1756476900.9918866,1756476902.5353005,1.5434138774871826
495,column_identification,1,1714,80,1794,1756476902.5359848,1756476904.0904584,1.554473638534546
496,rephrase_question,1,0,0,0,1756476969.0331573,1756476969.0338154,0.0006580352783203125
497,intent_identification,1,731,42,773,1756476969.0349376,1756476970.1356456,1.1007080078125
498,column_identification,1,1678,55,1733,1756476970.1365442,1756476971.569626,1.433081865310669
499,rephrase_question,1,0,0,0,1756477192.04303,1756477192.0456533,0.002623319625854492
500,intent_identification,1,731,51,782,1756477192.0462108,1756477193.6735063,1.6272954940795898
501,column_identification,1,1717,57,1774,1756477193.673867,1756477195.0030918,1.3292248249053955
502,rephrase_question,1,0,0,0,1756477263.600505,1756477263.600767,0.0002617835998535156
503,intent_identification,1,741,57,798,1756477263.6064727,1756477264.839292,1.2328193187713623
504,column_identification,1,1732,84,1816,1756477264.8400905,1756477266.480065,1.639974594116211
505,rephrase_question,1,0,0,0,1756477395.6975822,1756477395.6995566,0.001974344253540039
506,intent_identification,1,741,47,788,1756477395.6999493,1756477396.9401252,1.2401759624481201
507,column_identification,1,1732,80,1812,1756477396.9409492,1756477398.4711444,1.5301952362060547
508,rephrase_question,1,0,0,0,1756477403.8585815,1756477403.8588455,0.0002639293670654297
509,intent_identification,1,741,47,788,1756477403.8594415,1756477404.922998,1.063556432723999
510,column_identification,1,1732,80,1812,1756477404.923775,1756477406.4183416,1.4945666790008545
511,rephrase_question,1,0,0,0,1756477731.7747061,1756477731.7774305,0.0027244091033935547
512,intent_identification,1,741,47,788,1756477731.7780237,1756477734.441921,2.6638972759246826
513,column_identification,1,1749,71,1820,1756477734.4430099,1756477736.0789475,1.6359376907348633
514,rephrase_question,1,0,0,0,1756638470.2823205,1756638470.2891517,0.006831169128417969
515,intent_identification,1,741,47,788,1756638470.2933013,1756638472.9756217,2.6823203563690186
516,column_identification,1,1749,70,1819,1756638472.9764235,1756638474.3423622,1.365938663482666
517,rephrase_question,1,0,0,0,1756638513.5473232,1756638513.5476863,0.0003631114959716797
518,intent_identification,1,742,70,812,1756638513.5481408,1756638514.8534126,1.305271863937378
519,column_identification,1,1772,109,1881,1756638514.854364,1756638516.5976717,1.7433078289031982
520,rephrase_question,1,0,0,0,1756639169.8839438,1756639169.8842716,0.00032782554626464844
521,intent_identification,1,742,70,812,1756639169.884882,1756639171.1783292,1.2934472560882568
522,column_identification,1,1772,109,1881,1756639171.1787364,1756639172.9675207,1.7887842655181885
523,rephrase_question,1,0,0,0,1756639182.4745018,1756639182.4746695,0.00016760826110839844
524,intent_identification,1,742,81,823,1756639182.47483,1756639183.920164,1.4453341960906982
525,column_identification,1,1772,114,1886,1756639183.9204473,1756639185.7632725,1.842825174331665
526,rephrase_question,1,0,0,0,1756639442.2507124,1756639442.2549963,0.004283905029296875
527,intent_identification,1,742,70,812,1756639442.2556202,1756639445.0356708,2.78005051612854
528,column_identification,1,1279,118,1397,1756639445.0363374,1756639446.8866894,1.8503520488739014
529,rephrase_question,1,0,0,0,1756639591.2575314,1756639591.260427,0.0028955936431884766
530,intent_identification,1,742,70,812,1756639591.2610614,1756639594.2279146,2.966853141784668
531,column_identification,1,1184,113,1297,1756639594.2286355,1756639596.0687065,1.8400709629058838
532,rephrase_question,1,0,0,0,1756639802.8603377,1756639802.8635054,0.0031676292419433594
533,intent_identification,1,742,70,812,1756639802.864089,1756639805.8843708,3.0202817916870117
534,column_identification,1,1172,114,1286,1756639805.88531,1756639807.726394,1.8410840034484863
535,rephrase_question,1,0,0,0,1756639856.1070378,1756639856.107295,0.00025725364685058594
536,intent_identification,1,742,70,812,1756639856.10802,1756639857.4892895,1.3812694549560547
537,column_identification,1,1173,103,1276,1756639857.4900763,1756639859.3099315,1.8198552131652832
538,rephrase_question,1,0,0,0,1756639869.765117,1756639869.7655463,0.00042939186096191406
539,intent_identification,1,742,70,812,1756639869.7658968,1756639871.068323,1.3024260997772217
540,column_identification,1,1173,114,1287,1756639871.0692723,1756639872.8879313,1.8186590671539307
541,rephrase_question,1,0,0,0,1756639901.37497,1756639901.3791037,0.004133701324462891
542,intent_identification,1,742,70,812,1756639901.379669,1756639903.2485716,1.8689026832580566
543,column_identification,1,1173,103,1276,1756639903.249261,1756639904.8714468,1.6221859455108643
544,rephrase_question,1,0,0,0,1756640263.9299998,1756640263.93246,0.0024602413177490234
545,intent_identification,1,742,80,822,1756640263.9332044,1756640266.827537,2.8943326473236084
546,column_identification,1,1184,113,1297,1756640266.8281193,1756640268.7199166,1.8917973041534424
547,rephrase_question,1,0,0,0,1756640312.737502,1756640312.7377803,0.00027823448181152344
548,intent_identification,1,735,66,801,1756640312.738224,1756640314.0819185,1.3436944484710693
549,column_identification,1,1174,109,1283,1756640314.082788,1756640315.8234243,1.7406363487243652
550,rephrase_question,1,0,0,0,1756640435.4118943,1756640435.4146066,0.002712249755859375
551,intent_identification,1,735,66,801,1756640435.415136,1756640438.0962095,2.6810734272003174
552,column_identification,1,1174,103,1277,1756640438.0966005,1756640439.82657,1.7299695014953613
553,rephrase_question,1,0,0,0,1756640554.9600365,1756640554.9605348,0.0004982948303222656
554,intent_identification,1,735,66,801,1756640554.9611175,1756640556.2522368,1.2911193370819092
555,column_identification,1,1174,103,1277,1756640556.2538903,1756640558.0955234,1.8416330814361572
556,rephrase_question,1,0,0,0,1756640573.0931895,1756640573.0936525,0.0004630088806152344
557,intent_identification,1,739,66,805,1756640573.0942402,1756640574.5039418,1.4097015857696533
558,column_identification,1,1178,104,1282,1756640574.505027,1756640576.2260246,1.7209975719451904
559,rephrase_question,1,0,0,0,1756640685.439561,1756640685.4416993,0.002138376235961914
560,intent_identification,1,739,66,805,1756640685.442233,1756640688.2460816,2.8038485050201416
561,column_identification,1,1185,110,1295,1756640688.2468667,1756640689.9827218,1.7358551025390625
562,rephrase_question,1,0,0,0,1756640761.3504977,1756640761.3527575,0.0022597312927246094
563,intent_identification,1,739,66,805,1756640761.3531928,1756640764.0382676,2.685074806213379
564,column_identification,1,1185,109,1294,1756640764.0388093,1756640765.757663,1.7188537120819092
565,rephrase_question,1,0,0,0,1756640827.922973,1756640827.9232757,0.0003027915954589844
566,intent_identification,1,740,66,806,1756640827.9236386,1756640829.2456172,1.3219785690307617
567,column_identification,1,1186,110,1296,1756640829.246546,1756640831.0907376,1.844191551208496
568,rephrase_question,1,0,0,0,1756641110.166683,1756641110.1695135,0.00283050537109375
569,intent_identification,1,740,66,806,1756641110.170076,1756641113.0906026,2.9205267429351807
570,column_identification,1,1177,110,1287,1756641113.0912087,1756641114.9361324,1.844923734664917
571,rephrase_question,1,0,0,0,1756641267.6724043,1756641267.6747396,0.0023353099822998047
572,intent_identification,1,740,69,809,1756641267.6751547,1756641270.6809459,3.005791187286377
573,column_identification,1,1195,109,1304,1756641270.6815848,1756641272.5244164,1.8428316116333008
574,rephrase_question,1,0,0,0,1756642246.0704694,1756642246.0736196,0.0031502246856689453
575,intent_identification,1,740,66,806,1756642246.0743368,1756642248.9879687,2.9136319160461426
576,column_identification,1,1703,115,1818,1756642248.989003,1756642250.9343915,1.9453885555267334
577,rephrase_question,1,0,0,0,1756642312.1165824,1756642312.1167674,0.0001850128173828125
578,intent_identification,1,745,80,825,1756642312.1169622,1756642314.638268,2.521305799484253
579,column_identification,1,1711,123,1834,1756642314.6386912,1756642316.6725771,2.033885955810547
580,rephrase_question,1,0,0,0,1756642321.7383475,1756642321.7385464,0.00019884109497070312
581,intent_identification,1,745,80,825,1756642321.7388754,1756642323.1434073,1.4045319557189941
582,column_identification,1,1711,123,1834,1756642323.1441152,1756642325.1736884,2.0295732021331787
583,rephrase_question,1,0,0,0,1756642378.0458796,1756642378.045999,0.00011944770812988281
584,intent_identification,1,742,70,812,1756642378.0462706,1756642379.3397226,1.2934520244598389
585,column_identification,1,1709,124,1833,1756642379.3402755,1756642381.2409918,1.9007163047790527
586,rephrase_question,1,0,0,0,1756642556.7945023,1756642556.796653,0.0021507740020751953
587,intent_identification,1,742,80,822,1756642556.7970386,1756642559.7645323,2.967493772506714
588,column_identification,1,1619,120,1739,1756642559.7653847,1756642561.813867,2.0484824180603027
589,rephrase_question,1,0,0,0,1756642692.4664624,1756642692.466721,0.0002586841583251953
590,intent_identification,1,742,47,789,1756642692.46769,1756642693.559131,1.0914409160614014
591,column_identification,1,1597,73,1670,1756642693.5598042,1756642695.0312555,1.4714512825012207
592,rephrase_question,1,0,0,0,1756642875.9109015,1756642875.911214,0.00031256675720214844
593,intent_identification,1,738,80,818,1756642875.9120517,1756642877.4048886,1.4928369522094727
594,column_identification,1,1616,115,1731,1756642877.4057267,1756642879.1291099,1.7233831882476807
595,rephrase_question,1,0,0,0,1756648356.3473752,1756648356.3512633,0.0038881301879882812
596,intent_identification,1,738,69,807,1756648356.3519506,1756648359.1883755,2.8364248275756836
597,column_identification,1,1618,115,1733,1756648359.1888843,1756648361.1341732,1.945288896560669
598,rephrase_question,1,0,0,0,1756648404.5033853,1756648404.5036838,0.00029850006103515625
599,intent_identification,1,739,47,786,1756648404.5046673,1756648405.5743349,1.0696675777435303
600,column_identification,1,1596,77,1673,1756648405.5749898,1756648407.0096278,1.4346380233764648
601,rephrase_question,1,0,0,0,1756648446.6146402,1756648446.6148674,0.00022721290588378906
602,intent_identification,1,737,106,843,1756648446.6151202,1756648448.326084,1.7109637260437012
603,column_identification,1,1641,161,1802,1756648448.3271794,1756648450.84774,2.5205605030059814
604,rephrase_question,1,0,0,0,1756648996.350176,1756648996.3522022,0.002026081085205078
605,intent_identification,1,737,93,830,1756648996.3527675,1756648999.359959,3.0071914196014404
606,column_identification,1,1637,161,1798,1756648999.3608036,1756649001.6865344,2.325730800628662
607,rephrase_question,1,0,0,0,1756649014.7660575,1756649014.7663538,0.0002963542938232422
608,intent_identification,1,739,73,812,1756649014.7668552,1756649016.2782297,1.5113744735717773
609,column_identification,1,1619,116,1735,1756649016.2790382,1756649018.2192733,1.9402351379394531
610,rephrase_question,1,0,0,0,1756649217.6537848,1756649217.6567216,0.002936840057373047
611,intent_identification,1,739,80,819,1756649217.6574395,1756649220.8657362,3.208296775817871
612,column_identification,1,1530,75,1605,1756649220.8665266,1756649222.4008014,1.5342748165130615
613,rephrase_question,1,0,0,0,1756649339.5007186,1756649339.5032043,0.0024857521057128906
614,intent_identification,1,739,80,819,1756649339.5036345,1756649341.4893389,1.9857044219970703
615,column_identification,1,1615,115,1730,1756649341.4896815,1756649343.7449515,2.255270004272461
616,rephrase_question,1,0,0,0,1756649500.1792252,1756649500.181232,0.0020067691802978516
617,intent_identification,1,739,69,808,1756649500.1818285,1756649503.0730052,2.891176700592041
618,column_identification,1,1657,120,1777,1756649503.0737445,1756649505.0177407,1.9439961910247803
619,rephrase_question,1,0,0,0,1756649607.296745,1756649607.2976122,0.0008671283721923828
620,intent_identification,1,739,75,814,1756649607.2978275,1756649609.9580507,2.6602232456207275
621,column_identification,1,950,124,1074,1756649609.9584064,1756649611.7582269,1.7998204231262207
622,rephrase_question,1,0,0,0,1756649666.747822,1756649666.748571,0.0007488727569580078
623,intent_identification,1,739,80,819,1756649666.7487597,1756649669.540907,2.792147159576416
624,column_identification,1,944,120,1064,1756649669.5415127,1756649671.3093207,1.767807960510254
625,rephrase_question,1,0,0,0,1756649777.387869,1756649777.3879578,8.893013000488281e-05
626,intent_identification,1,742,93,835,1756649777.3880792,1756649779.133461,1.7453818321228027
627,column_identification,1,971,170,1141,1756649779.133824,1756649781.4872305,2.3534064292907715
628,rephrase_question,1,0,0,0,1756649879.0408404,1756649879.0410593,0.00021886825561523438
629,intent_identification,1,731,47,778,1756649879.0415924,1756649880.0692747,1.0276823043823242
630,column_identification,1,913,88,1001,1756649880.0697548,1756649881.5364642,1.4667093753814697
631,rephrase_question,1,0,0,0,1756649935.2495697,1756649935.249681,0.00011134147644042969
632,intent_identification,1,731,44,775,1756649935.2498038,1756649936.2233093,0.9735054969787598
633,column_identification,1,899,84,983,1756649936.2244382,1756649937.7609558,1.53651762008667
634,rephrase_question,1,0,0,0,1756649990.6586642,1756649990.658753,8.869171142578125e-05
635,intent_identification,1,731,53,784,1756649990.658937,1756649991.8748198,1.2158827781677246
636,column_identification,1,901,79,980,1756649991.8757737,1756649993.2246385,1.3488647937774658
637,rephrase_question,1,0,0,0,1756650004.0676749,1756650004.0678222,0.00014734268188476562
